NAICS CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,Employment Size of the Enterprise,,,,,,,,
623312,Homes for the elderly,Firms,"11,356","1,064","3,835","1,805","1,602","8,306","2,257",513,"11,076",280
623312,Homes for the elderly,Establishments,"14,601","1,066","3,839","1,819","1,635","8,359","2,531","1,319","12,209","2,392"
623312,Homes for the elderly,Employment,"266,041",0,"8,515","12,064","21,965","42,544","85,597","45,760","173,901","92,140"
623312,Homes for the elderly,"Annual Payroll ($1,000)","4,425,250","56,692","121,314","162,607","298,734","639,347","1,311,432","840,905","2,791,684","1,633,566"
623312,Homes for the elderly,"Receipts ($1,000)","11,696,796","183,684","501,296","481,687","779,275","1,945,942","3,344,506","1,970,093","7,260,541","4,436,255"
6239,Other residential care facilities,Firms,"3,587",210,684,416,527,"1,837",937,613,"3,387",200
6239,Other residential care facilities,Establishments,"6,620",210,685,419,547,"1,861","1,485","2,023","5,369","1,251"
6239,Other residential care facilities,Employment,"159,600",0,"1,481","2,867","7,359","11,707","36,368","66,907","114,982","44,618"
6239,Other residential care facilities,"Annual Payroll ($1,000)","3,706,728","11,002","28,177","51,151","144,545","234,875","768,288","1,620,154","2,623,317","1,083,411"
6239,Other residential care facilities,"Receipts ($1,000)","7,645,076","28,260","89,949","119,423","313,540","551,172","1,589,202","3,327,861","5,468,235","2,176,841"
62399,Other residential care facilities,Firms,"3,587",210,684,416,527,"1,837",937,613,"3,387",200
62399,Other residential care facilities,Establishments,"6,620",210,685,419,547,"1,861","1,485","2,023","5,369","1,251"
62399,Other residential care facilities,Employment,"159,600",0,"1,481","2,867","7,359","11,707","36,368","66,907","114,982","44,618"
62399,Other residential care facilities,"Annual Payroll ($1,000)","3,706,728","11,002","28,177","51,151","144,545","234,875","768,288","1,620,154","2,623,317","1,083,411"
62399,Other residential care facilities,"Receipts ($1,000)","7,645,076","28,260","89,949","119,423","313,540","551,172","1,589,202","3,327,861","5,468,235","2,176,841"
623990,Other residential care facilities,Firms,"3,587",210,684,416,527,"1,837",937,613,"3,387",200
623990,Other residential care facilities,Establishments,"6,620",210,685,419,547,"1,861","1,485","2,023","5,369","1,251"
623990,Other residential care facilities,Employment,"159,600",0,"1,481","2,867","7,359","11,707","36,368","66,907","114,982","44,618"
623990,Other residential care facilities,"Annual Payroll ($1,000)","3,706,728","11,002","28,177","51,151","144,545","234,875","768,288","1,620,154","2,623,317","1,083,411"
623990,Other residential care facilities,"Receipts ($1,000)","7,645,076","28,260","89,949","119,423","313,540","551,172","1,589,202","3,327,861","5,468,235","2,176,841"
624,Social assistance,Firms,"102,620","9,642","37,264","18,120","16,612","81,638","16,039","4,123","101,800",820
624,Social assistance,Establishments,"140,324","9,660","37,289","18,203","17,088","82,240","24,291","20,206","126,737","13,587"
624,Social assistance,Employment,"2,090,743",0,"79,664","121,668","226,293","427,625","595,006","623,091","1,645,722","445,021"
624,Social assistance,"Annual Payroll ($1,000)","36,992,844","277,103","1,374,674","1,925,390","3,543,740","7,120,907","10,613,333","11,575,074","29,309,314","7,683,530"
624,Social assistance,"Receipts ($1,000)","90,179,715","863,176","4,341,392","5,079,192","8,255,544","18,539,304","25,756,208","28,993,585","73,289,097","16,890,618"
6241,Individual & family services,Firms,"34,966","2,855","13,431","5,336","4,193","25,815","5,803","2,755","34,373",593
6241,Individual & family services,Establishments,"50,695","2,860","13,444","5,375","4,369","26,048","9,303","10,170","45,521","5,174"
6241,Individual & family services,Employment,"883,958",0,"27,939","35,529","56,882","120,350","226,787","342,821","689,958","194,000"
6241,Individual & family services,"Annual Payroll ($1,000)","17,846,348","98,190","573,919","759,989","1,185,350","2,617,448","4,719,469","6,818,890","14,155,807","3,690,541"
6241,Individual & family services,"Receipts ($1,000)","44,933,294","336,786","1,823,216","2,125,955","3,050,046","7,336,003","11,451,024","18,232,064","37,019,091","7,914,203"
62411,Child & youth services,Firms,"7,711",570,"2,636","1,210","1,010","5,426","1,389",699,"7,514",197
62411,Child & youth services,Establishments,"10,426",570,"2,638","1,219","1,039","5,466","1,975","1,809","9,250","1,176"
62411,Child & youth services,Employment,"169,612",0,"5,747","8,020","13,671","27,438","50,438","59,618","137,494","32,118"
62411,Child & youth services,"Annual Payroll ($1,000)","3,909,639","15,532","134,967","188,202","309,479","648,180","1,154,078","1,332,090","3,134,348","775,291"
62411,Child & youth services,"Receipts ($1,000)","10,114,049","59,581","462,485","580,065","857,022","1,959,153","2,893,348","3,454,745","8,307,246","1,806,803"
624110,Child & youth services,Firms,"7,711",570,"2,636","1,210","1,010","5,426","1,389",699,"7,514",197
624110,Child & youth services,Establishments,"10,426",570,"2,638","1,219","1,039","5,466","1,975","1,809","9,250","1,176"
624110,Child & youth services,Employment,"169,612",0,"5,747","8,020","13,671","27,438","50,438","59,618","137,494","32,118"
624110,Child & youth services,"Annual Payroll ($1,000)","3,909,639","15,532","134,967","188,202","309,479","648,180","1,154,078","1,332,090","3,134,348","775,291"
624110,Child & youth services,"Receipts ($1,000)","10,114,049","59,581","462,485","580,065","857,022","1,959,153","2,893,348","3,454,745","8,307,246","1,806,803"
62412,Services for the elderly & persons with disabilities,Firms,"10,791",816,"3,279","1,597","1,373","7,065","2,127","1,271","10,463",328
62412,Services for the elderly & persons with disabilities,Establishments,"15,285",816,"3,287","1,605","1,418","7,126","3,096","3,342","13,564","1,721"
62412,Services for the elderly & persons with disabilities,Employment,"336,800",0,"7,156","10,682","18,822","36,660","83,780","142,764","263,204","73,596"
62412,Services for the elderly & persons with disabilities,"Annual Payroll ($1,000)","5,732,241","34,365","118,585","186,684","334,005","673,639","1,440,207","2,485,495","4,599,341","1,132,900"
62412,Services for the elderly & persons with disabilities,"Receipts ($1,000)","14,431,391","101,026","366,548","507,894","805,675","1,781,143","3,446,451","7,035,805","12,263,399","2,167,992"
624120,Services for the elderly & persons with disabilities,Firms,"10,791",816,"3,279","1,597","1,373","7,065","2,127","1,271","10,463",328
624120,Services for the elderly & persons with disabilities,Establishments,"15,285",816,"3,287","1,605","1,418","7,126","3,096","3,342","13,564","1,721"
624120,Services for the elderly & persons with disabilities,Employment,"336,800",0,"7,156","10,682","18,822","36,660","83,780","142,764","263,204","73,596"
624120,Services for the elderly & persons with disabilities,"Annual Payroll ($1,000)","5,732,241","34,365","118,585","186,684","334,005","673,639","1,440,207","2,485,495","4,599,341","1,132,900"
624120,Services for the elderly & persons with disabilities,"Receipts ($1,000)","14,431,391","101,026","366,548","507,894","805,675","1,781,143","3,446,451","7,035,805","12,263,399","2,167,992"
62419,Other individual & family services,Firms,"17,561","1,470","7,516","2,532","1,819","13,337","2,493","1,391","17,221",340
62419,Other individual & family services,Establishments,"24,984","1,474","7,519","2,551","1,912","13,456","4,232","5,019","22,707","2,277"
62419,Other individual & family services,Employment,"377,546",0,"15,036","16,827","24,389","56,252","92,569","140,439","289,260","88,286"
62419,Other individual & family services,"Annual Payroll ($1,000)","8,204,468","48,293","320,367","385,103","541,866","1,295,629","2,125,184","3,001,305","6,422,118","1,782,350"
62419,Other individual & family services,"Receipts ($1,000)","20,387,854","176,179","994,183","1,037,996","1,387,349","3,595,707","5,111,225","7,741,514","16,448,446","3,939,408"
624190,Other individual & family services,Firms,"17,561","1,470","7,516","2,532","1,819","13,337","2,493","1,391","17,221",340
624190,Other individual & family services,Establishments,"24,984","1,474","7,519","2,551","1,912","13,456","4,232","5,019","22,707","2,277"
624190,Other individual & family services,Employment,"377,546",0,"15,036","16,827","24,389","56,252","92,569","140,439","289,260","88,286"
624190,Other individual & family services,"Annual Payroll ($1,000)","8,204,468","48,293","320,367","385,103","541,866","1,295,629","2,125,184","3,001,305","6,422,118","1,782,350"
624190,Other individual & family services,"Receipts ($1,000)","20,387,854","176,179","994,183","1,037,996","1,387,349","3,595,707","5,111,225","7,741,514","16,448,446","3,939,408"
6242,Community food & housing/emergency & other relief services,Firms,"8,876",305,"3,368","1,546","1,342","6,561","1,628",538,"8,727",149
6242,Community food & housing/emergency & other relief services,Establishments,"11,445",307,"3,369","1,554","1,395","6,625","2,726","1,592","10,943",502
6242,Community food & housing/emergency & other relief services,Employment,"133,802",0,"7,430","10,313","17,902","35,645","56,018","30,490","122,153","11,649"
6242,Community food & housing/emergency & other relief services,"Annual Payroll ($1,000)","2,991,913","18,532","146,058","214,975","376,677","756,242","1,263,617","672,190","2,692,049","299,864"
6242,Community food & housing/emergency & other relief services,"Receipts ($1,000)","10,879,645","79,025","706,299","866,506","1,257,270","2,909,100","4,953,103","1,887,518","9,749,721","1,129,924"
62421,Community food services,Firms,"2,447",74,"1,150",398,269,"1,891",337,168,"2,396",51
62421,Community food services,Establishments,"3,455",74,"1,150",399,290,"1,913",800,624,"3,337",118
62421,Community food services,Employment,"28,952",0,"2,494","2,543","3,476","8,513","10,983","7,094","26,590","2,362"
62421,Community food services,"Annual Payroll ($1,000)","536,613","2,096","34,323","40,829","66,062","143,310","233,985","115,307","492,602","44,011"
62421,Community food services,"Receipts ($1,000)","3,078,384","15,172","183,632","212,114","340,958","751,876","1,812,627","405,222","2,969,725","108,659"
624210,Community food services,Firms,"2,447",74,"1,150",398,269,"1,891",337,168,"2,396",51
624210,Community food services,Establishments,"3,455",74,"1,150",399,290,"1,913",800,624,"3,337",118
624210,Community food services,Employment,"28,952",0,"2,494","2,543","3,476","8,513","10,983","7,094","26,590","2,362"
624210,Community food services,"Annual Payroll ($1,000)","536,613","2,096","34,323","40,829","66,062","143,310","233,985","115,307","492,602","44,011"
624210,Community food services,"Receipts ($1,000)","3,078,384","15,172","183,632","212,114","340,958","751,876","1,812,627","405,222","2,969,725","108,659"
62422,Community housing services,Firms,"4,942",173,"1,485",830,839,"3,327","1,122",388,"4,837",105
62422,Community housing services,Establishments,"6,085",175,"1,485",836,862,"3,358","1,595",834,"5,787",298
62422,Community housing services,Employment,"83,353",0,"3,294","5,637","11,373","20,304","37,225","19,468","76,997","6,356"
62422,Community housing services,"Annual Payroll ($1,000)","1,923,134","15,431","80,825","133,159","247,718","477,133","844,529","451,306","1,772,968","150,166"
62422,Community housing services,"Receipts ($1,000)","5,214,353","58,769","400,224","503,585","705,172","1,667,750","2,087,771","1,132,268","4,887,789","326,564"
624221,Temporary shelters,Firms,"2,544",70,408,398,553,"1,429",825,229,"2,483",61
624221,Temporary shelters,Establishments,"3,173",72,408,399,561,"1,440","1,133",442,"3,015",158
624221,Temporary shelters,Employment,"53,856",0,954,"2,751","7,606","11,311","27,521","11,104","49,936","3,920"
624221,Temporary shelters,"Annual Payroll ($1,000)","1,132,470","3,200","19,002","51,741","143,816","217,759","574,356","244,974","1,037,089","95,381"
624221,Temporary shelters,"Receipts ($1,000)","2,544,997","13,290","62,443","138,794","335,571","550,098","1,267,156","528,808","2,346,062","198,935"
624229,Other community housing services,Firms,"2,494",103,"1,077",432,286,"1,898",327,199,"2,424",70
624229,Other community housing services,Establishments,"2,912",103,"1,077",437,301,"1,918",462,392,"2,772",140
624229,Other community housing services,Employment,"29,497",0,"2,340","2,886","3,767","8,993","9,704","8,364","27,061","2,436"
624229,Other community housing services,"Annual Payroll ($1,000)","790,664","12,231","61,823","81,418","103,902","259,374","270,173","206,332","735,879","54,785"
624229,Other community housing services,"Receipts ($1,000)","2,669,356","45,479","337,781","364,791","369,601","1,117,652","820,615","603,460","2,541,727","127,629"
62423,Emergency & other relief services,Firms,"1,628",58,733,318,234,"1,343",203,62,"1,608",20
62423,Emergency & other relief services,Establishments,"1,905",58,734,319,243,"1,354",331,134,"1,819",86
62423,Emergency & other relief services,Employment,"21,497",0,"1,642","2,133","3,053","6,828","7,810","3,928","18,566","2,931"
62423,Emergency & other relief services,"Annual Payroll ($1,000)","532,166","1,005","30,910","40,987","62,897","135,799","185,103","105,577","426,479","105,687"
62423,Emergency & other relief services,"Receipts ($1,000)","2,586,908","5,084","122,443","150,807","211,140","489,474","1,052,705","350,028","1,892,207","694,701"
624230,Emergency & other relief services,Firms,"1,628",58,733,318,234,"1,343",203,62,"1,608",20
624230,Emergency & other relief services,Establishments,"1,905",58,734,319,243,"1,354",331,134,"1,819",86
624230,Emergency & other relief services,Employment,"21,497",0,"1,642","2,133","3,053","6,828","7,810","3,928","18,566","2,931"
624230,Emergency & other relief services,"Annual Payroll ($1,000)","532,166","1,005","30,910","40,987","62,897","135,799","185,103","105,577","426,479","105,687"
624230,Emergency & other relief services,"Receipts ($1,000)","2,586,908","5,084","122,443","150,807","211,140","489,474","1,052,705","350,028","1,892,207","694,701"
6243,Vocational rehabilitation services,Firms,"5,240",275,"1,205",578,535,"2,593","1,266","1,113","4,972",268
6243,Vocational rehabilitation services,Establishments,"8,451",276,"1,210",586,576,"2,648","1,835","2,434","6,917","1,534"
6243,Vocational rehabilitation services,Employment,"319,609",0,"2,588","3,829","7,325","13,742","54,426","135,856","204,024","115,585"
6243,Vocational rehabilitation services,"Annual Payroll ($1,000)","5,329,584","13,487","205,328","108,000","195,241","522,056","1,056,937","2,064,196","3,643,189","1,686,395"
